row_id,video_id,message,timestamp,time_in_seconds
8574,KLzlxfxKzec,"o auge de salah foi maravilhoso,ali comecei a torce por liverpool",25:51,1551.012
8559,KLzlxfxKzec,manda um abraço pra clinica americana ocult day,21:07,1267.865
8569,KLzlxfxKzec,#salah_no_fla,23:58,1438.846
8606,KLzlxfxKzec,"a espanha,argentina,frança,alemnaha",37:14,2234.416
8573,KLzlxfxKzec,salah no fla tem que virar realidade,25:28,1528.767
8608,KLzlxfxKzec,realmente quando eu olho pra vcs eu me vejo!,37:51,2271.657
8676,KLzlxfxKzec,raissa macedo soares,50:42,3042.362
8686,KLzlxfxKzec,Pio Esposito vai ter que carregar essa ARCA igual ele está tendo que fazer na Inter de Milão,53:37,3217.803
8682,KLzlxfxKzec,"[USER] ta doido, já houve.",52:04,3124.619
8648,KLzlxfxKzec,cadê o som,46:45,2805.907
8695,KLzlxfxKzec,Se Ancelotti fosse bom tava aí.,55:20,3320.171
8650,KLzlxfxKzec,[USER] calma churrasqueira,46:49,2809.346
8689,KLzlxfxKzec,Aonde a Itália é favorita???,54:08,3248.007
8683,KLzlxfxKzec,não vi nada de novo,52:40,3160.556
8619,KLzlxfxKzec,faltou Juan Nardoni do meu Grêmio,41:57,2517.143
8725,KLzlxfxKzec,memphis nopay kkk,1:06:26,3986.651
8727,KLzlxfxKzec,"Neymar hj jogaria na Itália, fácil",1:07:44,4064.87
8723,KLzlxfxKzec,"As vezes a genética não ajuda igual com o Neymar se lascou todo com a lesões devido ao descuido com corpo, o Romário era baladeiro mais tinha a genética boa, agora jogador que nunca se machucou Pelé",1:06:01,3961.975
8729,KLzlxfxKzec,Itália tremeno nas pernas. Irmagina perde pra Olanda do Norte. Os cara vão fica maluco da vida kikiki,1:08:26,4106.259
8708,KLzlxfxKzec,Gattuso muito bom jogador mais como técnico não dá certo na seleção Italiana,59:20,3560.484
8750,KLzlxfxKzec,Lucas piton,1:12:44,4364.207
8748,KLzlxfxKzec,galopo que ta no river,1:12:21,4341.553
8753,KLzlxfxKzec,Tem Di Marco também. rs,1:13:50,4430.698
8714,KLzlxfxKzec,A Europa tá em crise,1:01:14,3674.091
8743,KLzlxfxKzec,Galoppo,1:11:56,4316.76
8811,KLzlxfxKzec,se coloca Militão e Leo Perreira e treta,1:26:11,5171.675
8826,KLzlxfxKzec,Bayern quem sabe. rs,1:32:03,5523.513
8780,KLzlxfxKzec,braseiro amanhã,1:20:02,4802.293
8767,KLzlxfxKzec,cuidado com esses nomes,1:18:42,4722.295
8766,KLzlxfxKzec,manda um abraço pra clinica americana ocult day,1:18:35,4715.944
8791,KLzlxfxKzec,Luciano atorzão mesmo. rs,1:21:05,4865.594
8788,KLzlxfxKzec,Vcs acham que a França vai amassar o Brasil?,1:20:33,4833.768
8825,KLzlxfxKzec,"esperta foi a Argentina , correu da Espanha é bom evitar crise",1:31:14,5474.105
8764,KLzlxfxKzec,Italia 2 X 2 Olanda do Norte,1:17:39,4659.967
8793,KLzlxfxKzec,o braseiro amanhã na França,1:21:18,4878.539
8861,OO-Qhz8lN44,Forza Azzurri,9:59,599.712
8841,OO-Qhz8lN44,mnda salve bira,3:54,234.807
8868,OO-Qhz8lN44,itália vai perder pra bósnia,17:31,1051.549
8857,OO-Qhz8lN44,"O problema da Seleção são os jogadores, né? Safra ruim.",6:42,402.222
8828,OO-Qhz8lN44,brasil vai mais vez perde,1:03,63.634
8854,OO-Qhz8lN44,dessa vez a italia vai,6:21,381.267
8838,OO-Qhz8lN44,Time da bancada hoje EUGENIO sao clemente 1973 BIRA 1978 LUCIANO 1979 LEO 1980,3:34,214.538
8855,OO-Qhz8lN44,"Boa tarde, no trabalho escutando vocês forte abraço!!!",6:34,394.797
8842,OO-Qhz8lN44,manda um abraço pro ubira,4:22,262.486
8866,OO-Qhz8lN44,"Midas reverso ""abençoou"" a Itália depois que venceram a copa",15:53,953.538
8879,OO-Qhz8lN44,é uma seleção Comum,21:57,1317.155
8906,OO-Qhz8lN44,salah fora do liverpool,32:45,1965.308
8923,OO-Qhz8lN44,São Clemente,35:13,2113.319
8927,OO-Qhz8lN44,A Inter não pode esperar o título italiano ir embora pra demitir o Chivu,35:40,2140.682
8900,OO-Qhz8lN44,salah anunciou q vai sair do liverpool,32:05,1925.107
8893,OO-Qhz8lN44,"campeonato fraco, reflete a situação da seleção",28:48,1728.876
8875,OO-Qhz8lN44,Jornalista esquerdista,21:01,1261.021
8887,OO-Qhz8lN44,Vai São Paulo,25:10,1510.434
8929,OO-Qhz8lN44,salah anunciou a saida do liverpool no fim da temporada,35:47,2147.345
8891,OO-Qhz8lN44,falta treinador na Itália,26:20,1580.537
8931,OO-Qhz8lN44,palmeiras é o time do cheirinho 2 anos no cheiro ano passado 2 vice pra o flamengo,36:07,2167.499
9029,OO-Qhz8lN44,"verdade esse negocio de controle de carga é novidade, neymar que sabe",48:27,2907.041
9043,OO-Qhz8lN44,"Deve ser o novo nome que deram pra ""migué"" kkk controle de carga kkklk",50:24,3024.362
9038,OO-Qhz8lN44,"so podia ser chamada de urubu,assassinos de criança em ritual pra ter patrocínio do campeonato e ser ajudado",50:01,3001.05
8988,OO-Qhz8lN44,fala sobre o SANTA CRUZ,42:37,2557.36
9057,OO-Qhz8lN44,esqueci o Neymar,53:07,3187.001
8991,OO-Qhz8lN44,"Não basta a vergonha, pessoal está atrás da humilhação",42:58,2578.226
9048,OO-Qhz8lN44,nao precizamos de famosos mais sim de jogadores comprometidos com a seleçao sara tem sua oportunidade tem que esperar o jogo,52:07,3127.021
9040,OO-Qhz8lN44,ninguém conhece esse gabriel,50:05,3005.942
8944,OO-Qhz8lN44,inter time dos idosos kkk,37:18,2238.477
9103,OO-Qhz8lN44,Palmeiras não tem mundial,58:48,3528.746
9106,OO-Qhz8lN44,#fica roger machado mostro sagrado a nação tricolor já te considera como ídolo,59:01,3541.727
9099,OO-Qhz8lN44,Salah tem futebol pra seguir em grandes clubes da Europa! Espero que não vá pro futebol árabe ou MLS,58:25,3505.212
9109,OO-Qhz8lN44,Salah já deu,59:11,3551.687
9075,OO-Qhz8lN44,dummy. bbb. VoTAR. GSHOW,55:59,3359.171
9142,OO-Qhz8lN44,"Salah toma decisão de deixar o Liverpool e se emociona: ""Nunca andarei sozinho""",1:09:09,4149.264
9138,OO-Qhz8lN44,"Babi é braba, acompanho o trabalho dela das narrações de eSports ( Counter Strike)",1:07:43,4063.651
9147,OO-Qhz8lN44,A coisa tá tão feia pro tottenham que nem o escudo tá aparecendo kkk,1:10:16,4216.49
9083,OO-Qhz8lN44,Time da bancada hoje EUGENIO (1973) BIRA (1978) LU (1979) LEO (1980) nos EUA Pedro Ivo Almeida (1987),57:02,3422.04
9130,OO-Qhz8lN44,tu ta tegistrado do cartório,1:04:30,3870.712
9198,OO-Qhz8lN44,0-9=10A-z=10AmarVocê Casa Roupa Sapato Palmas OkPão OkCD,1:20:21,4821.525
9212,OO-Qhz8lN44,Salah vem pro Sao Paulo ser banco do Luciano,1:28:29,5309.808
9171,OO-Qhz8lN44,o. lyxonnais,1:13:31,4411.241
9160,OO-Qhz8lN44,"Luciano, pede para sair desse jogo da nossa tela rsrs",1:12:27,4347.97
9159,OO-Qhz8lN44,tira ese jgo,1:12:11,4331.82
9181,OO-Qhz8lN44,Acabou o programa?,1:15:09,4509.617
9179,OO-Qhz8lN44,ieçipieni fraca,1:14:35,4475.139
9210,OO-Qhz8lN44,salah e do coritnhians,1:28:22,5302.822
9158,OO-Qhz8lN44,ninguem quer ver isso n kk,1:12:10,4330.969
9183,OO-Qhz8lN44,Cadê o Endrick?,1:15:23,4523.098
9483,ewYXmeND0Zs,"Estou assistindo diretamente de Dois Riachos-AL, terra natal da melhor jogadora da história do futebol feminino",24:39,1479.387
9319,ewYXmeND0Zs,preciso de +2.5 finalização no gol da ada hegergberg,18:56,1136.454
9539,ewYXmeND0Zs,vamos deixar o like galera pra fortalecer a transmissão,26:13,1573.265
9446,ewYXmeND0Zs,lyone é meusovo,22:56,1376.441
9477,ewYXmeND0Zs,bora lyon ta demorando ja,24:21,1461.321
9410,ewYXmeND0Zs,Varzea da Palma MG,22:04,1324.964
9259,ewYXmeND0Zs,manda um alô para Blumenau Santa Catarina.,11:53,713.233
9416,ewYXmeND0Zs,Pedro Fursts de Campo Grande MS,22:15,1335.778
9288,ewYXmeND0Zs,Qual a diferença do Lyon pro Lyonnes?,15:54,954.724
9523,ewYXmeND0Zs,cadê a Sofia bekhaled,25:52,1552.443
9732,ewYXmeND0Zs,vc descobre que ta viciado quando aposta em um jogo desses,30:14,1814.327
10212,ewYXmeND0Zs,nadica de nada,43:27,2607.677
10524,ewYXmeND0Zs,goool do Lanús,48:48,2928.105
10602,ewYXmeND0Zs,chama gol,50:01,3001.357
10076,ewYXmeND0Zs,penalti,42:12,2532.162
9923,ewYXmeND0Zs,eai tropa palpite pro jogo do e o jogo do sport ?,38:26,2306.654
9562,ewYXmeND0Zs,Essa camisa 10 do Lyon é horrível kkk,26:56,1616.71
9774,ewYXmeND0Zs,só mais um do verde e ganho,31:52,1912.152
10640,ewYXmeND0Zs,jogo chato pra krlho,50:49,3049.853
9836,ewYXmeND0Zs,transmissão muito boa no youtube,34:20,2060.511
10675,ewYXmeND0Zs,essa jogadoras n tem cintura kkk,51:41,3101.469
11280,ewYXmeND0Zs,non hay goles,1:03:23,3803.011
11369,ewYXmeND0Zs,Na ESPN tem narradores mulher,1:10:38,4238.044
11337,ewYXmeND0Zs,"cara ta é bêbado, ta conseguindo nem falar kkk",1:06:51,4011.92
11013,ewYXmeND0Zs,o aquecimento das lendas,57:04,3424.521
11457,ewYXmeND0Zs,Lyon vira,1:15:36,4536.144
11026,ewYXmeND0Zs,já era pra tá uns 3 X 0 pra o wolfsburg,57:20,3440.055
11400,ewYXmeND0Zs,"bilhete pro segundo tempo .mais de 9 cantos,1 gol do Lyon ,Lyon dupla chance",1:12:43,4363.467
11343,ewYXmeND0Zs,Barcelona vai ateopelar,1:07:45,4065.517
10703,ewYXmeND0Zs,Wolks agora,52:11,3131.422
12071,ewYXmeND0Zs,não da para competir com mafia,1:30:56,5456.981
12102,ewYXmeND0Zs,apostei menos 4.5,1:31:16,5476.788
12007,ewYXmeND0Zs,meu deus lixo,1:30:26,5426.408
12136,ewYXmeND0Zs,não sai um cartão mds,1:31:48,5508.743
11637,ewYXmeND0Zs,só tem bct jogam nada ahuhauhauhauahuha,1:23:26,5006.604
12603,ewYXmeND0Zs,"1,5+ gols pliss",1:40:12,6012.861
12552,ewYXmeND0Zs,gol nessa falta,1:39:09,5949.165
12684,ewYXmeND0Zs,só falta comerem feijão pra terem um chute forte,1:41:55,6115.3
11707,ewYXmeND0Zs,loucura meus amigos,1:24:36,5076.779
12429,ewYXmeND0Zs,GOL aos 70,1:36:11,5771.174
13873,ewYXmeND0Zs,essa demonia erra o gol,2:02:01,7321.748
14193,ewYXmeND0Zs,GREEEN odd de 7,2:05:43,7543.353
13210,ewYXmeND0Zs,vai tresmiti Barcelona e real Madrid amanhã?,1:52:29,6749.149
12919,ewYXmeND0Zs,8.5 canto lyon pagando 2,1:47:00,6420.938
12892,ewYXmeND0Zs,últimos jogos o lyon humilhou esse time,1:46:40,6400.238
13412,ewYXmeND0Zs,Ambas marcas pulou,1:55:24,6924.609
13345,ewYXmeND0Zs,Não tem como olhar esses jogos,1:54:26,6866.984
14158,ewYXmeND0Zs,boraaa,2:05:22,7522.466
12765,ewYXmeND0Zs,endricka entraaa,1:43:30,6210.676
13407,ewYXmeND0Zs,1.5 vamo vei,1:55:20,6920.388
14297,fkGZsNYTugU,[USER] demente,14:04,844.791
14255,fkGZsNYTugU,Sem barba é mística. rs,7:00,420.439
14311,fkGZsNYTugU,vai corinthians!,15:55,955.557
14288,fkGZsNYTugU,Apesar da pressão a Itália ganha hj 3 a 1 abraço Romário Bento Piraúba Mg,11:48,708.563
14296,fkGZsNYTugU,esses bocó só tem no brasil,13:54,834.246
14280,fkGZsNYTugU,o brasl já entra perdendo de 1x0 na hora do hino... o da frança é especialmente lindo,10:35,635.571
14243,fkGZsNYTugU,"não é com imagens, somente no Disney plus e Espn",3:11,191.146
14282,fkGZsNYTugU,Forza Azzurri,10:47,647.043
14251,fkGZsNYTugU,bora irlanda,6:08,368.002
14307,fkGZsNYTugU,1x0 italia,15:27,927.455
14354,fkGZsNYTugU,Iludil Brasil,21:09,1269.282
14461,fkGZsNYTugU,rapaz o caba ta mago,27:03,1623.816
14530,fkGZsNYTugU,É O BRASIL DE ANCELOTTI. Não é Brasil dr Tite ou Diniz. Essa é a mudança de patamar.,31:11,1871.879
14547,fkGZsNYTugU,"Meu Deus, por onde vou procurar? Será que alguém pode me responder?",31:58,1918.741
14432,fkGZsNYTugU,ibanez??? paraguai,25:36,1536.826
14400,fkGZsNYTugU,É o brasa quem num gostar vá morder o cotovelo,23:55,1435.511
14322,fkGZsNYTugU,eu gostaria muito que o Felipe Luiz voltasse ao Flamengo,18:04,1084.136
14369,fkGZsNYTugU,"e ao brasa, meeeo???",22:29,1349.305
14554,fkGZsNYTugU,"Quem some na multidão Esconde a sua verdade Imaginação, o herói jamais revela a identidade",32:19,1939.647
14383,fkGZsNYTugU,Camisa da seleção exatamente igual da inglaterra a NIKE é um LIXO,23:11,1391.64
14561,fkGZsNYTugU,"A senha, o segredo da vida A chave perdida é o x da questão",32:39,1959.787
14719,fkGZsNYTugU,L'Italia cercherà la vittoria.,44:26,2666.715
14742,fkGZsNYTugU,Palmeiras fraco D+,46:22,2782.808
14734,fkGZsNYTugU,o brasil será amassado hoje kkk,45:29,2729.732
14651,fkGZsNYTugU,"falam dos técnicos brasileiros, mas são tão ultrapassados quanto.",40:17,2417.812
14764,fkGZsNYTugU,Palmeiras vice,48:35,2915.012
14655,fkGZsNYTugU,Flamengo é o maior do Brasil,40:33,2433.74
14749,fkGZsNYTugU,Palmeirinha sem mundial,46:55,2815.408
14735,fkGZsNYTugU,Lewanostalgia rs,45:37,2737.256
14577,fkGZsNYTugU,vai corinthians,33:19,1999.466
14867,fkGZsNYTugU,Tcheca,56:09,3369.823
14873,fkGZsNYTugU,3x1 Itália,57:06,3426.239
14857,fkGZsNYTugU,Viva República tcheca,54:28,3268.04
14879,fkGZsNYTugU,"BRASIL, O PAÍS DO CRAQUE. BAILA, VINi",57:48,3468.59
14798,fkGZsNYTugU,Ayîííí Que seu veneno seja meu poder Bessen que corta o amanhecer,50:52,3052.966
14955,fkGZsNYTugU,Cadê o boi? O mogangueiro O mandigueiro de Oyááá??,1:03:37,3817.196
14947,fkGZsNYTugU,"Brasil 3 X 2. LeoLove coloca Mbappe no bolso. Casemiro amassa Olise, Wesley da 1 assistência e Vini Jr marca 2",1:03:02,3782.309
14968,fkGZsNYTugU,campeão mundial deveria ir automaticamente para copa.. ponto,1:05:09,3909.284
14812,fkGZsNYTugU,Derrama nesse chão a sua proteção Pra vitória da Viradouro!!!,51:30,3090.82
14928,fkGZsNYTugU,"Noz moscada, cravo, iguarias No caminho para as Índias, a história eternizou",1:01:53,3713.259
15101,fkGZsNYTugU,icardi,1:17:21,4641.422
15136,fkGZsNYTugU,"poxa, infelizmente não vou assistir então",1:21:17,4877.247
15028,fkGZsNYTugU,tu tu tu brasa tu tu tu brasa brasa brasa,1:09:59,4199.548
14997,fkGZsNYTugU,esse técnico da Itália é muito ruim,1:07:09,4029.718
14995,fkGZsNYTugU,tem que convocar jogadores do Vasco,1:06:50,4010.912
15051,fkGZsNYTugU,sem o Hagi não dá vergonha Romênia,1:12:06,4326.952
15045,fkGZsNYTugU,foi no manicômio,1:11:20,4280.425
15132,fkGZsNYTugU,"vai passar não , só na Disney premium",1:20:48,4848.808
14984,fkGZsNYTugU,ja voltou faz tempo,1:06:18,3978.187
15053,fkGZsNYTugU,MAIS UM 7 a 1 VAI BRASA,1:12:11,4331.926
15523,g_Tfodf9bmk,sera que só eu bebo ?,46:56,2816.807
15290,g_Tfodf9bmk,kkk BR vai passear nos EUA só,13:36,816.424
15603,g_Tfodf9bmk,vai boliviaaa,53:24,3204.256
15470,g_Tfodf9bmk,vamos bolivia carajooo!!,41:30,2490.319
15514,g_Tfodf9bmk,Negócio é torcer pra Bolívia... muita coisa boa vem de lá,45:35,2735.162
15418,g_Tfodf9bmk,"Hugo Sousa?, O famoso mão de T-Rex kkk",36:41,2201.313
15203,g_Tfodf9bmk,frança 1 x 0 no Brasil,5:35,335.169
15427,g_Tfodf9bmk,vms Miguelito,37:19,2239.522
15243,g_Tfodf9bmk,diferente do brasil que nao merece nada a bolivia merece muito ganhar a selecao brasileira de futebol nao merece nehuma torcida na verdade merece torcer conra,9:19,559.001
15580,g_Tfodf9bmk,bamos mi Bolivia querida,51:37,3097.978
16054,g_Tfodf9bmk,Brasa Brasa Brasa,1:09:47,4187.175
17189,g_Tfodf9bmk,vamo suriname,1:31:04,5464.939
17925,g_Tfodf9bmk,goooll,1:41:38,6098.329
18107,g_Tfodf9bmk,que juego horrible,1:44:48,6288.608
16864,g_Tfodf9bmk,Bolívia querida,1:25:02,5102.754
16504,g_Tfodf9bmk,está no segundo tempo o jogo?,1:19:06,4746.86
15651,g_Tfodf9bmk,bolivia,56:50,3410.276
16151,g_Tfodf9bmk,bolivia,1:11:33,4293.138
18191,g_Tfodf9bmk,"Vai vir 1,5+",1:46:01,6361.926
16296,g_Tfodf9bmk,uma curiosidade: o SEEDORF NASCEU NO SURINAME !,1:15:16,4516.14
18268,g_Tfodf9bmk,"vini jr horrendo, errou tudo!!!",1:47:30,6450.877
20970,g_Tfodf9bmk,Vamooo,2:34:18,9258.273
21364,g_Tfodf9bmk,miguel,2:37:49,9469.784
21220,g_Tfodf9bmk,penalti,2:36:55,9415.225
19772,g_Tfodf9bmk,vai Bolívia,2:19:22,8362.602
21748,g_Tfodf9bmk,meguelito o cara,2:40:07,9607.098
19827,g_Tfodf9bmk,"Nunca falha, quem faz cera toma gol",2:19:59,8399.919
21485,g_Tfodf9bmk,Golll,2:38:35,9515.331
21230,g_Tfodf9bmk,satanás,2:36:57,9417.608
18389,g_Tfodf9bmk,salve para todos os nossos hermanos da Bolívia que estão vendo o jogo. E tem um da Jamaica e da Venezuela também.,1:51:04,6664.415
23607,g_Tfodf9bmk,vaiii meu curintiaaa,2:59:41,10781.624
23699,g_Tfodf9bmk,acaba juiz maldito,3:00:23,10823.949
23411,g_Tfodf9bmk,amarelo no goleiro,2:57:44,10664.74
23799,g_Tfodf9bmk,vamooo,3:00:49,10849.555
22300,g_Tfodf9bmk,Biscati?,2:46:43,10003.849
25198,g_Tfodf9bmk,ta queimando rafinha ele colocou na esquerda e Luiz voltou na direita e esse lateral esquerdo muito fraco lento parece que comeu feijoada,3:28:22,12502.736
25042,g_Tfodf9bmk,o técnico da seleção é fraco demais,3:24:41,12281.075
25436,g_Tfodf9bmk,cara era só um amistoso os cara não vão se matar,3:34:07,12847.036
22507,g_Tfodf9bmk,Suriname é meus ovo,2:48:57,10137.02
24669,g_Tfodf9bmk,falar averdade n e diminuir,3:16:43,11803.865
26688,g_Tfodf9bmk,quem corre é a bola. Vini só correu e faz nada,4:15:33,15333.534
27020,g_Tfodf9bmk,Leo Pereira falhou no segundo golkkk,4:26:50,16010.323
25999,g_Tfodf9bmk,wesley 7??? ganhamos os jogo???,3:50:31,13831.549
25696,g_Tfodf9bmk,ele ta triste? acabou o jogo ele tava rindo poha,3:40:38,13238.977
25668,g_Tfodf9bmk,mini jr 8 anos 8 gols pelo brasil,3:39:53,13193.705
26208,g_Tfodf9bmk,"Caralho nota 7 kkk, entao assisti outro jogo kkk",3:55:50,14150.555
26138,g_Tfodf9bmk,V.Jr e Rafinha= 0,3:53:48,14028.109
26983,g_Tfodf9bmk,não dá! Parece o Peçanha falando sobre futebol,4:24:41,15881.152
25535,g_Tfodf9bmk,Casimiro não dá no meio campo da seleção brasileira,3:36:21,12981.214
26203,g_Tfodf9bmk,WESLEY fez o FRANCÊS ser expulso nota 7 o resto não fez nada,3:55:33,14133.363
27094,wYzzWC8L33Q,moro em Campos dos goytacazes Rj vcs estão de parabéns pela transmissão da copa da Argentina um abraço a todos fiquem com Deus,22:20,1340.702
27071,wYzzWC8L33Q,não conhecia esse time da Rafaela,11:41,701.652
27102,wYzzWC8L33Q,jogão,25:09,1509.657
27089,wYzzWC8L33Q,Boa Noite de manaus,18:24,1104.71
27056,wYzzWC8L33Q,começou na TV agora,0:08,8.943
27085,wYzzWC8L33Q,"os cara ja sao catimbento e nao tem VAR, ae é fuego",17:50,1070.177
27067,wYzzWC8L33Q,soy Hincha del Belgrano,9:54,594.386
27087,wYzzWC8L33Q,"quem colocou gol, ta mal",18:13,1093.063
27072,wYzzWC8L33Q,"bora Belgrano , acompanhando aqui de Manaus -Am .",12:00,720.126
27100,wYzzWC8L33Q,Por que o Atlético Rafaela se chama Atlético Rafaela?!,24:45,1485.125
27125,wYzzWC8L33Q,"data Fifa futebol não para na Argentina não, falando em Argentina eles venceram o jogo amistoso não jogando nada ainda tomou um gol daquela seleção a se fosse o brasil.",31:06,1866.102
27183,wYzzWC8L33Q,Máfia do canto kkk,43:44,2624.066
27220,wYzzWC8L33Q,"+0,5 gols ht",46:43,2803.494
27229,wYzzWC8L33Q,"não é pra abaixar nada não valmor ! deixa assim mesmo , pq é a torcida que manda !",48:24,2904.11
27168,wYzzWC8L33Q,vamos belgrano primeiro,41:19,2479.996
27151,wYzzWC8L33Q,vem zebra,37:14,2234.437
27110,wYzzWC8L33Q,"Camocim, no Ceará, ligadinho na copa Argentina na Xsports",26:35,1595.564
27135,wYzzWC8L33Q,q qualidade,35:01,2101.738
27233,wYzzWC8L33Q,"poderia a XSports trazer o Beisebol mexicano para o povo conhecer de verdade como esse jogo é maravilhoso que é o beisebol, seria um prato cheio até para os apostadores também",49:17,2957.402
27144,wYzzWC8L33Q,"O clube chama-se Atlético de Rafaela porque foi fundado na cidade de Rafaela, na província de Santa Fe, Argentina.",35:51,2151.81
27237,wYzzWC8L33Q,"só Jesus Cristo é o caminho, a verdade e a vida, João 14",51:02,3062.174
27287,wYzzWC8L33Q,Betano mano,1:07:37,4057.995
27295,wYzzWC8L33Q,"cara, voces parecem usuario de droga falando dessas apostas",1:10:56,4256.4
27292,wYzzWC8L33Q,"Nesse jogo de agora coloquei: WIN BELGRANO, MAIS DE 2.5 gols, PRÓXIMO GOL 2 Belgrano, MENOS DE 10.5 escanteio, e ambos marcas",1:09:51,4191.975
27267,wYzzWC8L33Q,kkk primeira copa do mundo da carreira kkk coe mano não convoca o carillo Po,59:43,3583.524
